"","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","percent_hyper","DM"
"HFE2",7,0,24,31,22.5806451612903,7
"HIST1H2AH",7,0,45,52,13.4615384615385,7
"HIST1H2BK",7,0,45,52,13.4615384615385,7
"HIST1H3I",7,0,27,34,20.5882352941176,7
"HOXA3",7,1,15,23,30.4347826086957,8
"HOXA4",7,1,8,16,43.75,8
"HOXA5",7,1,15,23,30.4347826086957,8
"HOXA6",7,1,15,23,30.4347826086957,8
"HOXA7",7,0,10,17,41.1764705882353,7
"IRF2BP2",7,0,59,66,10.6060606060606,7
"JADE2",7,1,23,31,22.5806451612903,8
"LARS2-AS1",7,2,28,37,18.9189189189189,9
"LTA4H",7,1,24,32,21.875,8
"MAP1LC3B2",7,1,40,48,14.5833333333333,8
"MEIS1",7,2,25,34,20.5882352941176,9
"MEIS1-AS2",7,0,18,25,28,7
"METAP1D",7,0,4,11,63.6363636363636,7
"METTL1",7,0,23,30,23.3333333333333,7
"METTL21B",7,0,23,30,23.3333333333333,7
"MFAP3",7,0,23,30,23.3333333333333,7
"MIR26A2",7,0,15,22,31.8181818181818,7
"MIR3143",7,0,45,52,13.4615384615385,7
"MLC1",7,0,23,30,23.3333333333333,7
"MLH1",7,3,29,39,17.9487179487179,10
"MRRF",7,1,11,19,36.8421052631579,8
"MSL1",7,1,30,38,18.4210526315789,8
"MSMB",7,4,71,82,8.53658536585366,11
"MYLPF",7,2,26,35,20,9
"POLR1A",7,0,33,40,17.5,7
"PTCD3",7,0,33,40,17.5,7
"PTPN18",7,1,30,38,18.4210526315789,8
"PTRF",7,1,24,32,21.875,8
"RBM18",7,1,11,19,36.8421052631579,8
"RBM8A",7,0,33,40,17.5,7
"RNF144A",7,0,32,39,17.9487179487179,7
"RNF144A-AS1",7,0,32,39,17.9487179487179,7
"RNU6-398P",7,1,14,22,31.8181818181818,8
"RNU6-950P",7,0,6,13,53.8461538461538,7
"RP1-170O19.21",7,0,10,17,41.1764705882353,7
"RP1-170O19.22",7,1,15,23,30.4347826086957,8
"RP1-170O19.23",7,1,15,23,30.4347826086957,8
"RP11-1007G5.2",7,1,43,51,13.7254901960784,8
"RP11-181C3.1",7,2,26,35,20,9
"RP11-219E7.1",7,0,36,43,16.2790697674419,7
"RP11-315I20.1",7,0,33,40,17.5,7
"RP11-350N15.5",7,0,66,73,9.58904109589041,7
"RP11-396C23.4",7,1,12,20,35,8
"RP11-571M6.15",7,0,23,30,23.3333333333333,7
"RP11-809C9.2",7,1,40,48,14.5833333333333,8
"RP11-887P2.5",7,0,12,19,36.8421052631579,7
"RP4-781K5.2",7,0,59,66,10.6060606060606,7
"RPL28",7,0,24,31,22.5806451612903,7
"RSBN1L",7,3,71,81,8.64197530864197,10
"RSBN1L-AS1",7,3,71,81,8.64197530864197,10
"SERPINB1",7,2,28,37,18.9189189189189,9
"SLC25A12",7,0,4,11,63.6363636363636,7
"SND1",7,2,48,57,12.280701754386,9
"SNORD112.24",7,0,13,20,35,7
"SNORD126",7,0,31,38,18.4210526315789,7
"SNX14",7,8,70,85,8.23529411764706,15
"SPTBN1",7,0,10,17,41.1764705882353,7
"TBC1D10B",7,2,26,35,20,9
"TM7SF3",7,3,22,32,21.875,10
"TMEM238",7,0,24,31,22.5806451612903,7
"TNS3",7,0,63,70,10,7
"TSFM",7,1,25,33,21.2121212121212,8
"TSPAN31",7,1,20,28,25,8
"UBE2Q1",7,1,40,48,14.5833333333333,8
"VAMP1",7,1,16,24,29.1666666666667,8
"WHSC1L1",7,0,66,73,9.58904109589041,7
"ZKSCAN8",7,1,26,34,20.5882352941176,8
"ZPLD1",7,0,28,35,20,7
"AC005220.3",6,0,41,47,12.7659574468085,6
"AC006042.7",6,3,40,49,12.2448979591837,9
"AC010170.1",6,0,19,25,24,6
"AC011747.7",6,0,23,29,20.6896551724138,6
"AC021078.1",6,0,13,19,31.5789473684211,6
"AC021188.4",6,3,64,73,8.21917808219178,9
"AC093110.3",6,0,8,14,42.8571428571429,6
"AC097495.2",6,0,28,34,17.6470588235294,6
"AC105053.3",6,0,29,35,17.1428571428571,6
"AC107993.1",6,1,17,24,25,7
"AE000662.92",6,0,21,27,22.2222222222222,6
"AE000662.93",6,0,21,27,22.2222222222222,6
"ALG11",6,0,7,13,46.1538461538462,6
"ALG12",6,0,22,28,21.4285714285714,6
"ANGPT2",6,0,50,56,10.7142857142857,6
"ANKRD46",6,1,22,29,20.6896551724138,7
"APAF1",6,3,53,62,9.67741935483871,9
"ARIH1",6,0,14,20,30,6
"ATP13A1",6,1,29,36,16.6666666666667,7
"ATP7B",6,0,7,13,46.1538461538462,6
"AURKA",6,1,31,38,15.7894736842105,7
"BRAT1",6,1,25,32,18.75,7
"C3orf80",6,0,10,16,37.5,6
"C7orf33",6,0,23,29,20.6896551724138,6
"CAPZB",6,0,31,37,16.2162162162162,6
"CARD6",6,1,46,53,11.3207547169811,7
"CCL26",6,0,16,22,27.2727272727273,6
"CDC6",6,2,25,33,18.1818181818182,8
"CDK17",6,3,46,55,10.9090909090909,9
"CDR2",6,2,27,35,17.1428571428571,8
"CENPF",6,4,39,49,12.2448979591837,10
"CEP70",6,2,43,51,11.7647058823529,8
"CHIC2",6,0,17,23,26.0869565217391,6
"CMC1",6,0,14,20,30,6
"CNTRL",6,1,36,43,13.953488372093,7
"CRELD2",6,0,22,28,21.4285714285714,6
"CSGALNACT2",6,1,30,37,16.2162162162162,7
"CSTF1",6,1,31,38,15.7894736842105,7
"CUX1",6,1,41,48,12.5,7
"CXXC5",6,0,11,17,35.2941176470588,6
"CYB5RL",6,0,21,27,22.2222222222222,6
"DAD1",6,0,26,32,18.75,6
"DENND4C",6,1,7,14,42.8571428571429,7
"DLEU1",6,0,16,22,27.2727272727273,6
"DLEU2",6,0,16,22,27.2727272727273,6
"DYNC1I2",6,0,1,7,85.7142857142857,6
"EAPP",6,0,12,18,33.3333333333333,6
"ECHDC1",6,0,25,31,19.3548387096774,6
"ELMO1",6,0,8,14,42.8571428571429,6
"ELP4",6,0,9,15,40,6
"FIP1L1",6,0,6,12,50,6
"FMOD",6,0,21,27,22.2222222222222,6
"FNDC3B",6,3,58,67,8.95522388059701,9
"FOS",6,1,56,63,9.52380952380952,7
"FOXN3",6,0,29,35,17.1428571428571,6
"FOXP1",6,1,32,39,15.3846153846154,7
"GLCCI1",6,3,40,49,12.2448979591837,9
"HAPLN2",6,0,20,26,23.0769230769231,6
"HAUS6",6,1,10,17,35.2941176470588,7
"HIPK2",6,1,54,61,9.83606557377049,7
"HIST1H2AL",6,0,28,34,17.6470588235294,6
"HIST1H2APS3",6,1,19,26,23.0769230769231,7
"HIST1H2BE",6,1,32,39,15.3846153846154,7
"HIST1H2BF",6,1,30,37,16.2162162162162,7
"HIST1H2BH",6,1,27,34,17.6470588235294,7
"HIST1H2BO",6,1,44,51,11.7647058823529,7
"HIST1H2BPS2",6,0,28,34,17.6470588235294,6
"HIST1H3E",6,1,19,26,23.0769230769231,7
"HIST1H3F",6,1,28,35,17.1428571428571,7
"HIST1H3H",6,1,48,55,10.9090909090909,7
"HIST1H4E",6,1,30,37,16.2162162162162,7
"HIST1H4J",6,1,41,48,12.5,7
"HOTAIRM1",6,1,6,13,46.1538461538462,7
"HOXA1",6,1,6,13,46.1538461538462,7
"HOXC-AS1",6,0,25,31,19.3548387096774,6
"HOXC-AS2",6,0,25,31,19.3548387096774,6
"HOXC6",6,0,27,33,18.1818181818182,6
"HOXC9",6,0,25,31,19.3548387096774,6
"hsa-mir.1",6,1,82,89,6.74157303370786,7
"HTATIP2",6,1,28,35,17.1428571428571,7
"ID2",6,0,23,29,20.6896551724138,6
"IFNGR1",6,2,29,37,16.2162162162162,8
"IKBIP",6,3,53,62,9.67741935483871,9
"IL12A-AS1",6,0,10,16,37.5,6
"IL8",6,1,24,31,19.3548387096774,7
"IMMP1L",6,0,9,15,40,6
"INPP5A",6,0,29,35,17.1428571428571,6
"ITGA10",6,1,29,36,16.6666666666667,7
"ITGA6",6,0,19,25,24,6
"LAMB3",6,2,65,73,8.21917808219178,8
"LARP1P1",6,1,32,39,15.3846153846154,7
"LDLRAD4",6,1,45,52,11.5384615384615,7
"LEFTY1",6,2,26,34,17.6470588235294,8
"LINC01116",6,0,9,15,40,6
"LINC01117",6,0,9,15,40,6
"MAML2",6,1,37,44,13.6363636363636,7
"MAML3",6,2,55,63,9.52380952380952,8
"MIOS",6,3,24,33,18.1818181818182,9
"MIR1260B",6,1,37,44,13.6363636363636,7
"MIR129",6,2,44,52,11.5384615384615,8
"MRPL13",6,0,17,23,26.0869565217391,6
"MRPL37",6,0,21,27,22.2222222222222,6
"MTBP",6,0,17,23,26.0869565217391,6
"NABP2",6,0,16,22,27.2727272727273,6
"NBL1",6,0,37,43,13.953488372093,6
"NEK5",6,0,12,18,33.3333333333333,6
"NEK9",6,1,62,69,8.69565217391304,7
"NUMB",6,2,32,40,15,8
"OPTC",6,0,29,35,17.1428571428571,6
"PAQR3",6,2,19,27,22.2222222222222,8
"PICK1",6,0,19,25,24,6
"PIP4K2C",6,1,20,27,22.2222222222222,7
"PLXNB2",6,0,12,18,33.3333333333333,6
"PREX1",6,1,15,22,27.2727272727273,7
"RAPGEFL1",6,1,23,30,20,7
"RHO",6,0,20,26,23.0769230769231,6
"RHOG",6,1,36,43,13.953488372093,7
"RIPK2",6,3,28,37,16.2162162162162,9
"RN7SKP259",6,1,28,35,17.1428571428571,7
"RNA5SP382",6,0,28,34,17.6470588235294,6
"RNASE1",6,0,33,39,15.3846153846154,6
"RNF41",6,0,16,22,27.2727272727273,6
"RNU1-27P",6,0,12,18,33.3333333333333,6
"RNU4ATAC14P",6,1,61,68,8.82352941176471,7
"RNU6-1083P",6,0,8,14,42.8571428571429,6
"RNU6-402P",6,5,44,55,10.9090909090909,11
"RNU6-549P",6,0,16,22,27.2727272727273,6
"RNU6-588P",6,0,13,19,31.5789473684211,6
"RNU7-26P",6,1,29,36,16.6666666666667,7
"RP1-34B20.4",6,1,30,37,16.2162162162162,7
"RP11-1007O24.2",6,0,14,20,30,6
"RP11-1007O24.3",6,0,14,20,30,6
"RP11-115H15.2",6,2,12,20,30,8
"RP11-146N23.4",6,1,7,14,42.8571428571429,7
"RP11-154H23.3",6,1,32,39,15.3846153846154,7
"RP11-21M24.2",6,2,27,35,17.1428571428571,8
"RP11-284F21.11",6,0,20,26,23.0769230769231,6
"RP11-351D16.3",6,1,30,37,16.2162162162162,7
"RP11-37B2.1",6,3,28,37,16.2162162162162,9
"RP11-404F10.2",6,0,29,35,17.1428571428571,6
"RP11-431I8.1",6,0,10,16,37.5,6
"RP11-435P24.2",6,0,21,27,22.2222222222222,6
"RP11-446E24.4",6,0,21,27,22.2222222222222,6
"RP11-571M6.17",6,0,8,14,42.8571428571429,6
"RP11-671J11.6",6,0,12,18,33.3333333333333,6
"RP11-671J11.7",6,0,12,18,33.3333333333333,6
"RP11-74C1.4",6,1,38,45,13.3333333333333,7
"RP11-794M8.1",6,1,45,52,11.5384615384615,7
"RP11-872D17.4",6,1,34,41,14.6341463414634,7
"RP11-950C14.7",6,1,62,69,8.69565217391304,7
"RP5-1159O4.1",6,3,24,33,18.1818181818182,9
"RPL37",6,2,52,60,10,8
"RPS7",6,0,58,64,9.375,6
"RTN4RL2",6,1,28,35,17.1428571428571,7
"SLC16A11",6,1,20,27,22.2222222222222,7
"SLC25A13",6,2,12,20,30,8
"SLC43A1",6,0,30,36,16.6666666666667,6
"SMNDC1",6,5,94,105,5.71428571428571,11
"snoU13.196",6,1,34,41,14.6341463414634,7
"snoU13.436",6,0,28,34,17.6470588235294,6
"SOCS2",6,0,27,33,18.1818181818182,6
"SOCS2-AS1",6,0,27,33,18.1818181818182,6
"SSPN",6,1,33,40,15,7
"SUFU",6,0,11,17,35.2941176470588,6
"SYNCRIP",6,3,45,54,11.1111111111111,9
"TAF5L",6,2,20,28,21.4285714285714,8
"TBXAS1",6,1,54,61,9.83606557377049,7
"TEP1",6,0,28,34,17.6470588235294,6
"TGOLN2",6,1,23,30,20,7
"THBD",6,3,60,69,8.69565217391304,9
"TMEM158",6,0,19,25,24,6
"TMEM78",6,0,22,28,21.4285714285714,6
"TNKS1BP1",6,0,23,29,20.6896551724138,6
"TRAF1",6,1,25,32,18.75,7
"TUFT1",6,1,39,46,13.0434782608696,7
"U8.13",6,0,48,54,11.1111111111111,6
"UBE2Q1-AS1",6,1,40,47,12.7659574468085,7
"UBE2S",6,0,22,28,21.4285714285714,6
"UBP1",6,3,37,46,13.0434782608696,9
"URB2",6,2,20,28,21.4285714285714,8
"ZNF217",6,1,46,53,11.3207547169811,7
"ZNF397",6,2,17,25,24,8
"ZSCAN16",6,0,21,27,22.2222222222222,6
"AAAS",5,2,25,32,15.625,7
"ABT1",5,0,31,36,13.8888888888889,5
"AC004458.1",5,0,4,9,55.5555555555556,5
"AC004540.4",5,0,16,21,23.8095238095238,5
"AC008394.1",5,0,35,40,12.5,5
"AC010327.2",5,0,24,29,17.2413793103448,5
"AC018470.1",5,2,14,21,23.8095238095238,7
"AC018816.3",5,1,23,29,17.2413793103448,6
"AC021860.1",5,0,30,35,14.2857142857143,5
"AC026202.1",5,1,16,22,22.7272727272727,6
"AC026202.3",5,1,16,22,22.7272727272727,6
"AC068669.1",5,1,12,18,27.7777777777778,6
"AC073934.6",5,1,31,37,13.5135135135135,6
"AC078883.3",5,0,17,22,22.7272727272727,5
"AC078883.4",5,0,18,23,21.7391304347826,5
"AC079753.1",5,1,28,34,14.7058823529412,6
"AC079922.3",5,0,21,26,19.2307692307692,5
"AC092839.3",5,0,5,10,50,5
"AC093391.2",5,0,11,16,31.25,5
"AC099535.1",5,0,11,16,31.25,5
"AC100830.4",5,1,19,25,20,6
"AC100830.5",5,1,19,25,20,6
"AC104801.1",5,0,14,19,26.3157894736842,5
"AC105247.1",5,0,30,35,14.2857142857143,5
"AC113189.5",5,0,13,18,27.7777777777778,5
"AC114803.3",5,0,10,15,33.3333333333333,5
"ADORA2A-AS1",5,0,12,17,29.4117647058824,5
"AF124730.4",5,2,36,43,11.6279069767442,7
"AFTPH",5,0,22,27,18.5185185185185,5
"AGAP2-AS1",5,1,11,17,29.4117647058824,6
"AL138706.1",5,0,9,14,35.7142857142857,5
"AL365181.1",5,0,16,21,23.8095238095238,5
"AL512791.1",5,0,10,15,33.3333333333333,5
"AP000355.2",5,0,14,19,26.3157894736842,5
"AP000662.4",5,0,32,37,13.5135135135135,5
"APEX1",5,0,34,39,12.8205128205128,5
"APIP",5,0,40,45,11.1111111111111,5
"APOA1BP",5,0,16,21,23.8095238095238,5
"ARL5B",5,4,36,45,11.1111111111111,9
"ARL5B-AS1",5,4,36,45,11.1111111111111,9
"ARL6IP5",5,1,22,28,17.8571428571429,6
"ARMC2",5,0,14,19,26.3157894736842,5
"ASAP1",5,3,54,62,8.06451612903226,8
"ATL1",5,0,12,17,29.4117647058824,5
"ATXN1",5,2,56,63,7.93650793650794,7
"AZI2",5,0,11,16,31.25,5
"BCLAF1",5,1,6,12,41.6666666666667,6
"BEAN1",5,2,37,44,11.3636363636364,7
"C14orf28",5,5,26,36,13.8888888888889,10
"C15orf40",5,4,43,52,9.61538461538462,9
"C1orf162",5,0,19,24,20.8333333333333,5
"C3orf27",5,0,9,14,35.7142857142857,5
"C5orf56",5,0,18,23,21.7391304347826,5
"C6orf100",5,1,24,30,16.6666666666667,6
"C7orf69",5,0,45,50,10,5
"CABLES1",5,0,30,35,14.2857142857143,5
"CALM1",5,2,30,37,13.5135135135135,7
"CAPG",5,0,26,31,16.1290322580645,5
"CASC3",5,1,12,18,27.7777777777778,6
"CCDC82",5,1,33,39,12.8205128205128,6
"CCNG1",5,0,31,36,13.8888888888889,5
"CD27-AS1",5,0,9,14,35.7142857142857,5
"CD93",5,2,43,50,10,7
"CDCA2",5,0,24,29,17.2413793103448,5
"CEBPD",5,0,25,30,16.6666666666667,5
"CGN",5,0,46,51,9.80392156862745,5
"CHRNB2",5,1,23,29,17.2413793103448,6
"CHSY1",5,2,39,46,10.8695652173913,7
"CLP1",5,0,32,37,13.5135135135135,5
"CLUHP3",5,1,14,20,25,6
"CNIH4",5,2,28,35,14.2857142857143,7
"COL28A1",5,2,10,17,29.4117647058824,7
"COPZ2",5,0,10,15,33.3333333333333,5
"CSDE1",5,1,26,32,15.625,6
"CTD-2105E13.15",5,0,8,13,38.4615384615385,5
"CTD-2358C21.4",5,1,14,20,25,6
"CTD-2650P22.1",5,2,25,32,15.625,7
"CYB5D1",5,0,20,25,20,5
"DARS",5,0,11,16,31.25,5
"DLX2",5,0,14,19,26.3157894736842,5
"DMAP1",5,0,30,35,14.2857142857143,5
"DNAH3",5,2,32,39,12.8205128205128,7
"DNAJB2",5,0,21,26,19.2307692307692,5
"DNAJC1",5,2,25,32,15.625,7
"DOCK4",5,0,29,34,14.7058823529412,5
"DPCD",5,0,22,27,18.5185185185185,5
"EDEM1",5,1,16,22,22.7272727272727,6
"EFCAB12",5,0,32,37,13.5135135135135,5
"EGOT",5,2,45,52,9.61538461538462,7
"EIF1B",5,3,33,41,12.1951219512195,8
"EIF3M",5,0,8,13,38.4615384615385,5
"ELFN2",5,0,7,12,41.6666666666667,5
"EMILIN2",5,3,51,59,8.47457627118644,8
"EML2",5,0,4,9,55.5555555555556,5
"ETAA1",5,0,5,10,50,5
"EZH2",5,1,18,24,20.8333333333333,6
"FAIM",5,0,41,46,10.8695652173913,5
"FAM131C",5,0,20,25,20,5
"FAM13B",5,1,18,24,20.8333333333333,6
"FAM179A",5,1,26,32,15.625,6
"FES",5,0,19,24,20.8333333333333,5
"FGF11",5,0,18,23,21.7391304347826,5
"FMNL1",5,0,28,33,15.1515151515152,5
"FNIP2",5,4,30,39,12.8205128205128,9
"FOXN3-AS1",5,0,23,28,17.8571428571429,5
"FOXO1",5,1,23,29,17.2413793103448,6
"FUS",5,0,36,41,12.1951219512195,5
"GADD45A",5,0,16,21,23.8095238095238,5
"GAR1",5,0,17,22,22.7272727272727,5
"GCH1",5,0,20,25,20,5
"GMDS",5,0,11,16,31.25,5
"GMDS-AS1",5,0,11,16,31.25,5
"HCRT",5,1,19,25,20,6
"HDDC2",5,1,25,31,16.1290322580645,6
"HDDC3",5,0,18,23,21.7391304347826,5
"HEBP1",5,2,33,40,12.5,7
"HIST1H2AI",5,1,28,34,14.7058823529412,6
"HIST1H2BL",5,1,28,34,14.7058823529412,6
"HIST1H4C",5,0,18,23,21.7391304347826,5
"HIST1H4G",5,1,29,35,14.2857142857143,6
"HIST1H4PS1",5,1,28,34,14.7058823529412,6
"HMGB1",5,0,31,36,13.8888888888889,5
"HOXA10-AS",5,0,9,14,35.7142857142857,5
"HOXA2",5,1,4,10,50,6
"HOXA9",5,0,9,14,35.7142857142857,5
"HTR6",5,0,19,24,20.8333333333333,5
"HTR7P1",5,2,33,40,12.5,7
"IFT27",5,1,28,34,14.7058823529412,6
"IHH",5,0,7,12,41.6666666666667,5
"IL1B",5,1,42,48,10.4166666666667,6
"IMMP2L",5,2,24,31,16.1290322580645,7
"ISOC2",5,0,15,20,25,5
"JRKL",5,1,33,39,12.8205128205128,6
"KAT6B",5,0,9,14,35.7142857142857,5
"KCNH4",5,1,19,25,20,6
"KCTD9",5,0,24,29,17.2413793103448,5
"KIAA0020",5,0,24,29,17.2413793103448,5
"KIAA1033",5,0,30,35,14.2857142857143,5
